#separator:Comma
#html:false
#guid column:4
expression,reading,meaning,guid
忙しい,いそがしい,忙碌,M7lEXBuMW9dBcuW4Vpiu
そうして; そして,そうして; そして,然後，就那樣,MO6bG8tSqvJyy4WRV6fb
読む,よむ,讀,MORqFYTaUha3jhKwEv3Y
冷蔵庫,れいぞうこ,電視冰箱,MPZp5bKh7LnYBCCvfP3z
牛乳,ぎゅうにゅう,牛乳,MQS27uaS080CjP2v4YCS
短い,みじかい,短的,MS2U3IWyMpsTR8I4QPSH
ボールペン,ボールペン,圓珠筆,MYApJmqgw65sbdPfSZQM
なぜ,なぜ,為什麼,MZ5DzyjX2hVJxBQJT2XX
午後,ごご,下午,McSEkkFdBLh2Ll57k1pU
消す,けす,擦除、刪除、關閉電源,MvQfQOAwaGxOiDXHwilo
結構,けっこう,極佳，足夠，尚可,MxMbrNFH0TkX9YVIxnwb
教える,おしえる,教導，通知，指示,MyZdratEaWZb9R9msHyg
言葉,ことば,語言,N07SUQYyoGhcIh0YvmmV
閉める,しめる,關閉,N0DQVdjpeW0fqoIXvTVe
キロ; キログラム,キロ; キログラム,公斤 (公斤),N1kc9PV3QqH71hwftm5c
テーブル,テーブル,桌子,NErrdRzt7ySh9tmWPWNK
痛い,いたい,痛,NM9a9byUM4LO0OVf1Joa
出かける,でかける,出門,NRWF2q60sEw26ahLjuVx
要る,いる,需要,NYoZGacxMQiCi0rfWhxd
年,とし,年,NZnmYeRFE57WoKxn8yxM
無くす,なくす,丟失或遺失,OBvxzX4yhm6MeFHlZaoN
渡る,わたる,渡過,OC9xD9tyIXB1L4QndHMH
高い,たかい,高的；昂貴的,ODe5J6R1ENAp4qJF6Xpk
さ来年,さらいねん,後年,OGYPrabWMpNMBu3LShwk
映画館,えいがかん,電影院,OOdedbXY54gpkBc5bVh9
門,もん,門,OYzxFkunFNvh68wXuJmd
～度,～ど,次；度,OagMQVjau0ECqvWHQl8H
金曜日,きんようび,星期五,OmDL28q1iCCnZhjx1fTY
コップ,コップ,水杯,OnOyzzqULlaNQtY5rZlv
大丈夫,だいじょうぶ,沒問題；不用擔心；一切盡在掌握之中,OoZEPkBiYNyEfx1aiTsU
少し,すこし,少許,OoyWn78BMknTQyG80fer
冷たい,つめたい,冷淡,Ophlq3PvqqHRlLVXim22
新聞,しんぶん,報紙,OpzFDXXa3T8JfnarxmNn
～中,～ちゅう,中,OtbRIqdRMN8xY6zVQ0L8
帽子,ぼうし,帽子,OvMEeLUzwpDPp9x3KgvS
赤い,あかい,紅色的,OvpYKQ7TCGECt53wlXvD
働く,はたらく,工作,P1n6PGlcM4efQ9W6sgx3
好き,すき,喜歡,P6eiZh87Zd4Uz39CeWxv
夕飯,ゆうはん,晚飯,P6xeG8wIsreG7GaUBHOQ
貸す,かす,借出,PgeLZ7qMASo4GpLWHW9k
今週,こんしゅう,這個星期,PrM5KnH4H8r8biffSbmk
外国,がいこく,外國,PteE4drGikjHIjxKxl0z
建物,たてもの,建築物,PtjfqVvF8JvXdz4ZJu36
ナイフ,ナイフ,刀子,PwUninm0RokUjKyYyCq3
交番,こうばん,派出所,QHWHW1swhiWJyaXjfNmj
茶碗,ちゃわん,飯碗,QHgQ9Cw43hWTaNXCMGQP
あそこ,あそこ,那裡,QdZnDa4xOaTIK1RJysxO
散歩,さんぽ (する),散步,QeE6ULEHtAX06RqkN4gi
伯父; 叔父さん,おじさん,伯父；叔父先生,QpYEVzHLnE8J2nXu8M1M
並べる,ならべる,並列，排成一列,Qpp92Ju0baBpz4vRqcv8
物,もの,物,QqQh113dnW8NRXIDni57
着る,きる,穿,QtuKlahZbRNrj0aLksde
今年,ことし,今年,R5Tm7DwCIpCdFeueuwpP
覚える,おぼえる,"學習, 記住, 記憶, 背誦",R96T044d0Soo4aXS2pHH
弾く,はじく,彈奏,RAS3zI49IbfthXfchAce
暑い,あつい,熱,RBYMbVOl54hoq9fFtNrQ
また,また,再者，而且,RNdKzw395lFhT5bYN0cX
低い,ひくい,低的,ROEWpPHPFnu74GZnvrjw
安い,やすい,便宜,RQCCjgEhKRoeMz8btWPC
ポケット,ポケット,口袋,RQnRh4m7Ogl8hpBq70k7
ホテル,ホテル,飯店,RSt6a1LwiJHj4g3rLtZA
学生,がくせい,學生,RXBvg9VAviqyI5y3YdSb
青い,あおい,藍色,RfgvxP0I6eOYyn7INf0b
咲く,さく,開花,RjNR5OwYhLPbSUbeIdWT
こんな,こんな,這樣的,Rt9OPwReDPQiiLTjdKBP
ワイシャツ,ワイシャツ,襯衫,RwRgBztLjV3Fw6hraUkT
家,いえ,家,S4iVISQetpl2kfPliDCS
八,はち,八,S7db61bSgnO5q2szhDKh
本,ほん,書,S8QlehM7NkqQszrdVJ2J
じゃ; じゃあ,じゃ; じゃあ,那麼,S9sOoYPe5nLaewq4ZGGt
呼ぶ,よぶ,"呼叫, 邀請",SAOK7lVmaUdz40X159V8
答える,こたえる,回答或回應,SHGMqEegXsyloHnIjVkd
押す,おす,推，按，蓋章,SPLsZxaC7kMoufmMjjzX
どんな,どんな,哪種,Sf3TJAoLHtnp8CbHVlXo
ラジオ,ラジオ,收音機,SgF1z6RgDN1InAnRX4Sc
開く,ひらく,開,SnClYHiaC0wLh1iqujZh
～月,～つき,月,SnMfUzO43GeKJBpxZm23
厚い,あつい,厚道,SsMOJDcIOq61hkBrhE4J
紙,かみ,紙,StgiPwzFX6p5dnQt7OaV
綺麗,きれい,美麗、乾淨、整潔,SuG5tbeHYdjeaaQNGNx4
父,ちち,父親,SyDdAflmczdlZrkEr0Q8
左,ひだり,左,T5lA0IKJnDT7L3Z8jieb
地下鉄,ちかてつ,地下鐵,TC7r1utxZ9OK84x4TQtq
帰る,かえる,回家,TItvJBtMZnfXyqBzP6wn
病気,びょうき,疾病,TOyUeW2EJTpt2mPkctPz
近い,ちかい,近,TWx1n74pFGOEHrr20u3e
前,まえ,前,TbMmpdL8K698WrsviSrF
スプーン,スプーン,湯匙,TscxfXypTS3Dbn0vhbf7
かぶる,かぶる,戴,TtrGqlMJq1CGsnUkeOe2
切る,きる,切；掛斷電話,U0NHTFJifdFWBeDBKjLO
コピーする,コピーする,複製,U3JoNjBwviXDcr7bDiBk
生徒,せいと,學生,UGF9h3OVB96whmO0oyXo
両親,りょうしん,雙親,UO8To9OFJwu6BHmtGX9Y
右,みぎ,右,UO8c9YZRBwC1chEy1xEm
国,くに,國,UZbunLp51B4534Jjl62X
ペン,ペン,筆,UiCRQQXlDqaEbrbuoR0l
音楽,おんがく,音樂,V2aKPQzuDi2cMfS8rkti
速い,はやい,快,V33rgHDrMRln6a1TLuRa
誰,だれ,誰,VBccKqC1wgGNAAlhofDg
そちら,そちら,那邊,Vdbc2zPi0ORP5kGn72ii
これ,これ,這個,VkmEpzGRkVFtWErCirZy
メートル,メートル,公尺,Vp4dk4td3d3yPsoU80i8
太い,ふとい,胖、粗,VrXdA0Usiw9aU33W2Ia2
教室,きょうしつ,教室,Vtjbl2zqSHGN4cxUjKEh
薬,くすり,藥,W3b4o3KOE2nwr8twSuEQ
全部,ぜんぶ,全部,WEIxBWgsnPlI4aiH4oN8
大きい,おおきい,大的,WRC2PSnwjBdw84VQ4n4U
若い,わかい,年輕,WV6XhIf0Im2dPbzjzPsJ
花,はな,花,WWHJitUYVGIUoxXh6xpk
入る,はいる,進入，包含，容納,Wd6ERqKWaaqh9Kz44XwS
掃除,そうじ (する),清掃,WlRdEgm6kPfa8FJd2xJ3
小さな,ちいさな,小的,Wzmsfvh3oDPBiDVl429P
とても,とても,非常,XM1km7RN5GbKCnBlvXaQ
お手洗い,おてあらい,洗手間,XTcMmbukSpCVulkTXGar
女,おんな,女性,XaCREyYkpaCWbhfgG7Dr
一人,ひとり,一個人,Xd1wGo7HO3LcbSBYvSdm
ニュース,ニュース,新聞,Xd2sFUiGXADP2pKYgZQk
歯,は,牙齒,XdSSxEQbuJczZwhudDZ5
元気,げんき,元氣,XiHJcPxx5NJARLqJJjeo
山,やま,山,Xj3qnU5XHbe3WRGGIneK
同じ,おなじ,相同,Xzdo3fZ15wuRrQvsjSXD
地図,ちず,地圖,Y0LA3fj1kmzQgIBGxELu
では,では,那麼，好的，那,Y3jLFLU78dbySntZ3Npd
色々,いろいろ,各種,YCQGZhuxv5TwcAT2qlNK
北,きた,北,YQqbpT21xzZ9j7Rw8oMq
渡す,わたす,交給；渡過,YaIy0dRcwUJjApifQXW0
一昨日,いっさくじつ,前天,YcMMzgq0RLiZnNkkW5T8
毎日,まいにち,每日,YclHBcP1iy2Vf8LGNd5d
まっすぐ,まっすぐ,直走,Yr855gyvo1dlVyHSVi6A
～枚,～まい,平面物體量詞,YyoR6rfWHPIUoNv7f92i
並ぶ,ならぶ,排隊,ZFG4BAsEeL7hYjkHaVZn
番号,ばんごう,號碼,ZMdt224srtwClZcOltF5
皆さん,みなさん,大家,ZYRvfMlqrRq35vGCmoxb
四,よん,四,ZeDYQWkDfPjxVcU079hO
一番,いちばん,第一名，最佳,ZgO5hqHQpP02Lqt5hPzX
医者,いしゃ,醫生,ZgfUHapd95GKh333LRUt
すぐに,すぐに,立即，馬上,Zju6p8RpIqCGTUPJnD4c
みんな,みんな,大家,ZmvLWIxgbmohh6Gl9Df7
欲しい,ほしい,想要,ZnruLBZKEbCr9F2qb9ND
まだ,まだ,還沒，仍然，此外,Zoc3tG6PURgXPVySO5aT
女の子,おんなのこ,女孩,ZpdGA7XrOXLjvsCdbWMr
料理,りょうり,烹飪，料理,ZvcapUv9o8y7cbAccsl6
絵,え,畫,ZzEPo8Vm85Q2c23rl7wc
つまらない,つまらない,無聊，乏味；沒意義,a8yz35I9y7LdC57eSjIt
向こう,むこう,那邊,aDFsYlxKoshSTxkOYle3
春,はる,春,aTpFrjK1eGugC57Dosq4
売る,うる,賣,aUaOgy2yVkOPKXzjbK2o
午前,ごぜん,上午,aWrXHzl7w31vW83Kl2Ou
朝御飯,あさごはん,早餐,afXur33SGiRgO3kMIFvU
窓,まど,窗,aj0NPSLXTDV1Y9sVLAv2
上,かみ,上,aphQdlslhx5fOeuyq0ox
お菓子,おかし,點心,at8FtDYrG8876UL8m5C9
そこ,そこ,那裡，底部,auQ9M65VTFbhccha3ev1
～すぎ,～すぎ,太過,awV6lIPcShGnHiJh0bNy
洗う,あらう,洗,b8VeNbh0HvSiKnml2pg9
デパート,デパート,百貨公司,b9DK1jsvuiYtLmrEgvtN
去年,きょねん,去年,b9Gw4g3d4qVeHS8SjRRf
そう; そうです,そう; そうです,是；沒錯，是這樣的,bKMhEtFGR0qAwqeA4vaB
大切,たいせつ,重要,bXdO9m6eDhao8d6WnGLA
六日,むいか,六天,bcp1WmSEZNR1EkYuD3jq
本当,ほんと,真實,beR1Ol7e7Ee7V11BUcGr
朝,あさ,早晨,bfo1MHViHI5FqdkkPvAy
南,みなみ,南,bh17HMCXYF6DWBLR1dih
問題,もんだい,問題,bhMqbcSf5qBn4vKezNK3
明るい,あかるい,明亮，開朗,biP0dBrAFKu1S7QdvNT7
おととし,おととし,前年,boMgeJx7u16a8cqMP2nm
歌う,うたう,唱歌,bpwST9OFkzW1lTBt7c9g
今,いま,現在,buQw92QOdr5zEQj9jnmI
それ,それ,那個,bwbYtMtzR4Pc7lPEC1Qu
下さい,ください,請,bx1KKRZdvXY81D2Y5e5j
土曜日,どようび,週六,c1Yqug8nTJFYfvCvL6Zq
登る,のぼる,攀登,c8DTsesX6TRSboTM8GJV
塩,しお,鹽,cBnpwu4sZGg9aLPJwPJt
引く,ひく,拉，抽；減,cCMKWMc2nhavEv4THHZ8
川; 河,かわ,河流,cIWdWr5WoZ8fDfM67vaa
