#separator:Comma
#html:false
#guid column:4
expression,reading,meaning,guid
～時間目,～じかんめ,第～節課,1yoezSq42uwiLz5ek21x
それなのに,それなのに,雖然如此,1zoZEMhmoT7sOcfjwGfP
～番目,～ばんめ,第～(～)個,1zsfIV9clYPjwex5Klli
清い,きよい,"清潔的, 純淨的, 高尚的",2120C71jjSqWoWxo7mmV
以降,いこう,以後,21yH2T5XGwnT0OPHWbKY
削除,さくじょ,刪除,25DV3wulO0VwrdU3UWh1
欲張り,よくばり,貪婪的,25NqvJEVqg91SIPnRcG8
見直す,みなおす,重新檢視,27Z5ASC5c8aBcOxF2Mcs
めちゃくちゃ,めちゃくちゃ,荒謬，亂七八糟，破爛不堪,27zN5qh7IniioIEvpPSx
将棋,しょうぎ,將棋,29nJM9yq6lEn0kL2Zap0
瞳,ひとみ,瞳孔,2CYnIUkOT9t2APuvwOCB
各地,かくち,各地,2DYHoheivHhPjUriYnZ6
御～,おん～,御～,2GjE6taoO9Wb3euigrdE
着せる,きせる,給人穿衣服,2JFQ9PVZRGASYWxe38Hs
バケツ,バケツ,水桶,2JR0H75famUmhvdgdO6r
叔父,おじ,叔父,2JcGIJG941AlA5Ejuhiq
手ごろ,てごろ,適中的，實惠的,2KLSOLMrPJOvNmi2zpKs
純粋,じゅんすい,純粹,2L8wN55b90xdLwfQXQcK
真っ先,まっさき,最先，首先,2O3QSDBbP7pw1eVFGfzC
かけざん,かけざん,乘法,2RBwtPENRU5aYtG5T3vI
血圧,けつあつ,血壓,2Tl2IKO3nCQ0YrEW2riM
対立,たいりつ,對立,2f3hZ2tCAgHzk1zY42dW
縛る,しばる,綁，綑綁,2nBtRfn48YNeXgMDf9BU
張り切る,はりきる,幹勁十足，精神抖擻,2ntDt5hoY9MNvci60y5W
文体,ぶんたい,文體,2yyW8GQq4ozGAdk1bQxw
先頭,せんとう,頭部，領先，先鋒,310gGKyfv5glXzgzZSak
やたらに,やたらに,隨意地，魯莽地，盲目地,31lx3twhAcF3X5lietGU
リポート,リポート,報告,34dUNBn6pbIds684mmPV
シリーズ,シリーズ,系列,36Qqv3XV0q4TcjtF3cSr
近付ける,ちかづける,靠近,3D1oTbOdNCO7O5Wd6yQz
破く,やぶく,撕破,3GbXWa72atHoEQgc2uB7
付属,ふぞく,附屬,3GnUHsSQp1P5GsBhATuY
淡水,たんすい,淡水,3JD6OS0GsmLdiXdrDdRH
ロッカー,ロッカー,置物櫃,3JLjVJCqXFizfFq7WGGs
吹雪,ふぶき,暴風雪,3Jv2k916Pi52FNk3Aajr
付近,ふきん,附近,3LaVp0yltJKYFcS3b9Wz
エプロン,エプロン,圍裙,3LxT72FMqwmGEQzjgJ3Q
団地,だんち,團地,3M5k02ncAhJkniFMYI5m
残らず,のこらず,全部，毫無例外。,3MyR73C8x7i2JlTxFHFR
名作,めいさく,傑作,3NntlnzVk4dViTI3RGeR
慰める,なぐさめる,安慰,3QJesPdXRaGSDIgdn7jf
お代わり,おかわり,續杯，再來一份,3Ty6kmXYCpG5RIG27sJQ
凹む,へこむ,凹陷，壓凹,3Vi7EmytFevxPT78wHeq
お先に,おさきに,請先請。,3YSCtTYKk1pifOEB1F7L
浮く,うく,浮,3ZSBAguZGsL8cWdyedwI
ブラシ,ブラシ,刷子,3ZgL7I1KzNU1z44o1kUE
歯磨き,はみがき,刷牙，牙膏,3bJJFZ212muZ5OVs0t7F
葬式,そうしき,葬禮,3cAVyVNOlc9qXFnjq2Ro
利害,りがい,利害,3efS6lqBwQIi4KMH137Y
払い込む,はらいこむ,繳納,3fCzRZU5UMpwcVoE0xji
継続,けいぞく,繼續,3iVxr2GFNhmiGjzYCtjV
見詰める,みつめる,凝視,3iwsXqAPqlNIa1iOfM58
せめて,せめて,至少,3jmp4NGGiK5FuyNvJPpM
乾かす,かわかす,弄乾,3jnYFikh83VJFoMwjHwu
貯蔵,ちょぞう,貯藏,3jzD23UOp90QtyacIk3q
引算,ひきざん,減法,3mGrP6MioQbMSo4iSY8C
～者,～しゃ,者,3oRL3OsdONJBqXRY8k6Q
出入り口,でいりぐち,入口和出口,3qPTlmQpg0uoyLvXYCZm
長短,ちょうたん,長短,3vAiNSqwABHPPAvjoEm1
慌てる,あわてる,慌張,3xMXfX0LsvBW4r7oYF4f
毛糸,けいと,毛線,3z7asxqfCAFOdzYLFuKM
解散,かいさん,解散,3zGvgUNUZF6XcGrL8laz
衣食住,いしょくじゅう,衣食住,41bEJ3b9Zb6cRILz9X8x
殿,どの,先生,43AimDx7JGTUJb1SfrBG
～着,～ちゃく,件衣服 / 抵達,457TPDAJ64Vq0LIT4K4l
特定,とくてい,特定,4IILp38IgQnJYZTib9bt
薄める,うすめる,稀釋,4O97J79Ba55J0zxZmb14
空想,くうそう,空想,4Od0kJVjfoG3Ha4ZNxwf
マラソン,マラソン,馬拉松,4VZxXWQIZCa0ipqgguWY
預かる,あずかる,代為保管,4XXr2fKBkvjaEHNtcuJQ
皮膚,ひふ,皮膚,4ZcM6UwzjRYVRF022FS0
つまずく,つまずく,絆倒,4ayLZqxW83rA2G9LVSQb
並木,なみき,行道樹,4dWTJlBPuzWkgsWgC4h3
出来上がる,できあがる,完成，準備好了,4fwndxxu5DnuuLKt4plh
匂う,におう,散發香氣，聞起來有味道,4iG6Ksp4tifiGDfzR2tP
稽古,けいこ,練習，訓練，研究,4ihFjDqdfHqPo0LLaqX3
寒帯,かんたい,寒帶,4izRcjzL3L5BJlWvbe3S
紺,こん,深藍色,4kjXUdPRTxOTH3PTU7AC
間接,かんせつ,間接,4lKxI4RDsGmBO3akl4mT
話し掛ける,はなしかける,搭訕某人，跟人搭話,4llg3vWsuNgmXzZ9AWZx
～社,～しゃ,—家公司,4mrqDqEfQcDARjEKfXpr
地面,じめん,地面,4nBFmDKd1XU2ywqT0W8u
写る,うつる,被拍攝，被投影,4ogXII5tmnvyq05Quhud
放る,ほうる,放手,4qEnBa0bYJd27NBRyUHj
構いません,かまいません,沒問題。,4rVLMtOmlr7M4yCNZr50
勝敗,しょうはい,勝敗,4rmy7EVFf2VeBhhJ4IRC
座敷,ざしき,榻榻米房,4sxOmpQqIYUoSgPDOXfM
採点,さいてん,"評分, 批改",4uhN1hfSlXKc3fpo32U1
縮む,ちぢむ,縮小，收縮,4wCUo4Ja45QRiCmxWFGS
冷凍,れいとう,冷凍,4zMuhl8EnoBaFVgaJxMP
口紅,くちべに,口紅,4zq58ncqeH2LooFjwhPI
祖先,そせん,祖先,50oizxRN05zPpGbezPCC
恨み,うらみ,怨恨,537SUkz8G76fTsBaWiRs
小母さん,おばさん,阿姨、婦女、太太,54OOIc0SVNlfcsgCydz3
娯楽,ごらく,娛樂,54PBtfIUNlkHUDTg0qXj
呼び掛ける,よびかける,呼喚，搭訕，演說(群眾)，呼籲,55x4ee9r9fX98Iz1rujD
着々,ちゃくちゃく,穩步地,57Ojs6Bx2wIJCLBCseNC
消耗,しょうもう,消耗,58oqEQaL4DkQ5peknxHG
器具,きぐ,器具,59m3DG48ODMO3A7hZhhH
手洗い,てあらい,洗手間,5Ap0waablVrpsHPi1nOs
通ずる,つうずる,通達、連通、開放,5BUWIvO1inuueOc07DGi
性能,せいのう,性能,5DAWSJm69O8x01S5Zfly
洗剤,せんざい,洗劑,5GsYwX66GY5kssNOAMxY
相互,そうご,相互,5J92qvFWrMmaxEJZ4qiQ
～問,～もん,問,5JfOaZHJM5b5Iky4hNYc
～校,～こう,校,5JnmfLK958rDKSQxGXBu
神様,かみさま,神明,5JvND2Pkl9ocMIEmyFJv
羨む,うらやむ,羨慕,5NpUygHYAg2k36uxp3Pu
限度,げんど,限度,5P3IH4K1vw2a4rypdM2V
パンツ,パンツ,內褲,5Q60DklI1RcmgzQmboDX
取り消す,とりけす,取消,5RyQm3rVrafw4Z6eyGU9
差し引き,さしひき,扣除，結餘,5SmKjHLNufqcsAOfdH7j
知人,ちじん,熟人,5St7rawOmhWRzd51ElvQ
初めに,はじめに,首先，一開始,5WRCnXpdaG7NiAKahko4
民謡,みんよう,民謠,5Yg1SZRMwRUcSrwQelUI
親類,しんるい,親類,5ZJBdJQLcxAXLIzquVqp
圧縮,あっしゅく,壓縮,5bF3fg7aQAdmmTyGke2T
伝記,でんき,傳記,5ewd2Yi5qZhv1JIPOSAi
強化,きょうか,強化,5hi5BlmLzJ714DYZ4Jb4
勝負,しょうぶ,勝負，比賽,5jtvvbZUNVtfqfo8xq9e
解説,かいせつ,"解說, 解釋, 評論",5lh0AMkOhakxlLR892xU
超過,ちょうか,超過,5qSytI6XHSSDRO3uOEH2
正面,しょうめん,正面,5uOhEZMmM87q5vAraNXl
刺身,さしみ,生魚片,5wKUoOEKOBtAdbUX2Mz4
〜(日本) 式,～(にほん) しき,日式,5xKIQhiIxYj1us6pZUFT
番地,ばんち,門牌號碼,5xNxI8m3WTBKte7utG3E
冠,かんむり,"冠冕, 花環",5zOM4gNpAYIu8Eapqjvx
専制,せんせい,專制,603wy9RPpmKkN1OYE7f4
出張,しゅっちょう,出張,61Tx9isVzP0k8dSEvtdY
御免,ごめん,抱歉，對不起,6547m4VlDobGmI1bch0D
貸し出し,かしだし,借出,66mD60YA5D0ac8xYdYFK
生ずる,しょうずる,產生，引起，發生,6AFtOOVMQYOheR290WNW
すまない,すまない,對不起,6Bn0R8F7ymVf7dqZLqxN
四季,しき,四季,6Kg3tmPkNS1819kdeHEE
酢,す,醋,6NWmKf2vjrjx4D0HXtIx
酒場,さかば,酒場,6OvCSyEWq77cWMG6onTh
乗り換え,のりかえ,轉乘,6P7bSONKsfmKdVBelbFg
寺院,じいん,寺院,6WHyKpFKGZlmRKVyAM3j
出迎え,でむかえ,迎接,6YKUfMZwoO9UcoMpiIGy
箇所,かしょ,處,6cZNXaU7VQYwyQAmeEMV
統一,とういつ,"統一, 結合, 一致性",6hC5S6N7iaApP95hmNWK
分類,ぶんるい,分類,6i1UGaaOmUE42MJ8NaOc
夕刊,ゆうかん,晚報,6iPRUBpvblkA7YRBxbXy
学級,がっきゅう,班級,6kekhPaH7YTrq7X3kmjG
文房具,ぶんぼうぐ,文房具,6nX0l9N5pNofKWd6Yoao
分数,ぶんすう,分數,6oloFf9IHz1Sbm6ufnYE
あいまい,あいまい,模糊，含糊,6p4zg3HDcTGbWFAjOxJn
同～,どう～,同～,6pPxD39O98mLKrN86kBa
削る,けずる,削減，扣除,6xZ1nWVXIUVsbehygzj7
雑音,ざつおん,雜音,6xaH0SFk6kTvMe9CmqeP
～形,～けい,～形,6yKyHMyXUyH0prtOiqY8
掃く,はく,"掃除, 刷掉, 聚集",6yY6X9n5iXLEh61oWmBA
心得る,こころえる,理解，精通,71i7Qf0mXf1PP2VMNeLq
夕日,ゆうひ,夕日,73cfMauyksLcajCNav5i
ねじ,ねじ,螺絲,76Z2DtgswIj2Im9BGaO3
学科,がっか,學科,76dRCkiipJZ0MygrueoZ
水産,すいさん,水產,7Apef6vwMmh7madWPEoJ
工夫,くふう,"工夫, 巧思, 策略",7FEHbklvcSOJrG8ktocN
北極,ほっきょく,北極,7JAEr3kX3mIAi6vO0m4N
通帳,つうちょう,存摺,7JhpNdCmVT3jZlnmwaGT
漢和,かんわ,漢和字典,7N39AsMLe85DR03Xlgnt
間も無く,まもなく,馬上，不久後,7P4ROSEAd1VVWJSoCGRk
かじる,かじる,啃,7PrchymcpCm1NcSEAtWy
桁,けた,"位數, 欄, 桁樑",7SL3Y8TFJ2HbjDJ9XnBF
捻る,ひねる,扭轉,7Ybvg5VepQang2PfXWGI
茶色い,ちゃいろい,棕色的,7bRpfCnwHawcW5MsV3u6
応用,おうよう,應用,7eEuDMtmq3AYDOt4Dlkg
～機,～き,機,7gKmueIV1tGKN5X593nD
平凡,へいぼん,平凡,7gMpvZBXTRz1fLLEyFcj
職場,しょくば,職場,7jTXohsl9YfiP2issiG8
もしかしたら,もしかしたら,或許，可能，搞不好,7kBXhehcTdvgQaGerrVV
お世話になりました,おせわになりました,感謝您的照顧。,7pWyG0oWHPlGEcPHjVUy
真空,しんくう,真空,7rK8VaH8NxitfW0hW2iy
売れ行き,うれゆき,銷售量，需求,7sOS8JwYTmehYEUhSmsm
古典,こてん,古典,7t9lQWmUK5aV9lblsbYM
甚だしい,はなはだしい,"極端的, 過分的, 嚴重的",7w95y57sJ3CI0fNi8Gig
一休み,ひとやすみ,休息片刻,7xLS8ipjibRuBSi1dwcq
手拭い,てぬぐい,手拭巾,7z4BRljNqvswR0q7uHcH
中性,ちゅうせい,中性,80LD14b8VV2ZfgKxR0D6
格別,かくべつ,格別,82KJJmRHWYKN3YxF5zwu
吊す,つるす,懸掛,83W0QLQWhWv51qSbzsva
改めて,あらためて,再次,85jWwsa39TkCu6GAkbGT
役所,やくしょ,政府辦公室,89aVqubmySpqfP1JWnYQ
入社,にゅうしゃ,入社,8DGOBudEsMm2TsRwf1xu
餅,もち,麻糬,8DILnmGjffwhP1O8A9E5
思い切り,おもいきり,盡力地，決心，放棄,8EHbSyoV3zv1p3Aa9Fpu
消防署,しょうぼうしょ,消防署,8H4l1L73Xv4vBOA2Wlm9
過半数,かはんすう,過半數,8JhBoW6zd6lUQuQUH0eB
民間,みんかん,民間,8Jkzt9b4NJGAK0MrgbDO
三日月,みかづき,新月,8Nxqm5crtPuJRKvPNTUe
蓄える,たくわえる,儲存，積蓄,8P1dmwsoI2r5TcVmyqdh
～毎,～ごと,每一個,8PFTYZwJOTTy3XwVsZSR
毎～,まい～,每～,8SnqOomD7kQgUQgGJiQE
クーラー,クーラー,冷氣,8VhTgqWhcqH0TYAzEnrC
儲かる,もうかる,賺錢,8XjoXm9sWcgtvTpiWqet
ひゃっかじてん,ひゃっかじてん,百科全書,8bJO06K1KTbsGWExbz5Z
西暦,せいれき,西曆,8dfgfLtx0lkXnOwRZj59
好き好き,すきずき,各有所好,8duyOABmMxz72bdPubdM
蒸発,じょうはつ,蒸發；無故失蹤,8gqNs1Yimpkg0H2G4L51
長方形,ちょうほうけい,長方形,8kA66tRVqKwqUGFfiA3a
梯子,はしご,梯子,8qaGiybfFblc0jgyMsAp
孝行,こうこう,孝行,8rAjmxOaxqb1HgbobAC8
中世,ちゅうせい,中世紀,8tHSXvJ4Otb56CVSa47b
別荘,べっそう,別墅,8uy6LUSThROje7zzTgDO
大通り,おおどおり,大道路,8wecMd4ytqzToOS95hFF
地盤,じばん,地盤,8x8cmyGR8VUhayvikW0e
糊,のり,膠水、漿糊、澱粉,93AEMwkU0aHcVlgbVGF1
停車,ていしゃ,停車,94Wde0Fjh2Iv68AtT0Nj
関西,かんさい,關西,96vCxPfTQpuTWBRf7VkN
流域,りゅういき,流域,98eJaauXp664dyPaHTow
輸送,ゆそう,輸送,98sElYrkgRSvar65hn2i
～力,～りょく,～力,99qTQA89g41t6dA4P3ys
勘違い,かんちがい,誤解，錯誤的猜測,9A3Umo3V8mjkdILw3yoU
一通り,ひととおり,大致上瀏覽,9C2pqqr3YjDvTDTEa9bq
見本,みほん,樣本,9EPwSU90OnDCYEADrlGo
近寄る,ちかよる,靠近,9ESQkdFOBZAAmSgV190D
潜る,もぐる,潛入，穿過；逃避，藏匿,9MbH5OBPorYQEU02IrFo
くだらない,くだらない,無價值的，愚蠢的，廢物,9O0ez0w61A8QLbFuVkxU
不潔,ふけつ,不潔,9OXlGA90WgSnX1qdHijx
要旨,ようし,要旨,9OxL901QHrVRhOfT0PAK
コンセント,コンセント,插座,9PD73paIef24iYFvISvw
粗筋,あらすじ,大綱，概要,9PDwCVvApcBwkrTTBWES
飾り,かざり,裝飾,9PSiZxEM0tAVZwR3A2dg
教養,きょうよう,教養,9QC3XO7qv7uwCSauN2Zn
捩る,ねじる,扭轉,9Sld4yvgb2ogadvLIUPj
役者,やくしゃ,演員,9Ttl3gDAEpgpTu4ZSLr2
振舞う,ふるまう,舉止，行為,9UuSo4iq5vZRtdahDcr8
やかん,やかん,水壺,9VcKHTf4m7iPuU2ADdEX
慶ぶ,よろこぶ,歡喜,9ZGhcpjPIzu31UN3mZQF
水着,みずぎ,泳裝,9eX6S8gD1IbIWSV1mNMi
生け花,いけばな,花藝,9fAlqE2se84jV59jKLYl
電球,でんきゅう,電球,9gYygc5onn6gvNupNUAc
通用,つうよう,通用,9i4rs6TZBl3oI0kbyhwL
温まる,あたたまる,暖和,9jIUTXtGPyCc7pt0OLel
南極,なんきょく,南極,9kPiEvCHB4CD1oSo0kgU
公害,こうがい,公害,9qb9yVTTY9Cr937hIxMe
深夜,しんや,深夜,9toxTBcA2nAOQdF91eSR
カセット,カセット,卡式磁帶,9uASOKNOZYqrFwBDgfnm
勝手に,かってに,擅自地,9vYkqgQI2WEXb6aLa8gI
湯飲,ゆのみ,茶杯,9vcF0UumA6m9m0u995Wl
容積,ようせき,容積,9xsUFbdP1g2sJJERZYBb
羊毛,ようもう,羊毛,9xz0208NoNG9WhdmS4XW
～戦,～せん,場賽或戰役,A0aseYKUow6vvrvkGYUU
停止,ていし,停止,A0gxiuwKYLSWKLu70cZQ
俳句,はいく,俳句,A2058yi2Y3obFVSfj4pk
～がち,～がち,傾向於,A2aWLT0M5kPA9gkQlvuZ
台詞,せりふ,台詞,A5JjJJJO6t9WtkRaFeXY
各～,かく～,各~,A5azQ4iPsEBxDmsyAiWQ
賞品,しょうひん,獎品,AA7FULLCEe3no7A321cV
謙遜,けんそん,謙遜,ABXDk9lmuxGwJmtaTAxO
恵まれる,めぐまれる,幸福地擁有,ABtufOWI0KsCWI0BkZKW
紫,むらさき,紫,ACpMksBfj1p7HokS5CaI
芸能,げいのう,演藝,ADHmTm3luMLGXmkpdvil
解く,ほどく,解開，解答,AGh2usKol4MyL3La6oUc
コンクール,コンクール,競賽,AK85xvFFnB130NotA7Tm
さっさと,さっさと,趕快,ALyzFO64tiHemWOx7EyH
基盤,きばん,基盤,AM1lHvS7D45gYP8MEusT
激増,げきぞう,激增,AMA5JNj7hz0FuYPnx4OH
仕方がない,しかたがない,沒辦法，這是無可避免的。,APA6JSGwpMH0d7RiSSdO
公式,こうしき,公式,APRQJcxDfq0uYdL5Usm8
足る,たる,足夠,APZb9KUCX0S6d0ytjtCl
～通,～つう,封信的量詞,AQAIX8ytgQeSE942c8NE
高める,たかめる,"提高, 升高, 提升",AT8kqK8Yqps9dK5a5Jxr
仲直り,なかなおり,和解,AU2pwrJST8ixHPQeuld1
園芸,えんげい,園藝,AUugIZjBNCvMvyXtdXsf
締切,しめきり,截止日,AY39OC3nvCk8cFvs7EKv
待ち合わせる,まちあわせる,會合,Aac2IoZnRK3hkrLkAyRU
油断,ゆだん,疏忽，掉以輕心,Aeko3p4tINzUWFdkWFSb
女の人,おんなのひと,女的人,AfFIxOpd7yonULenU1oB
ウーマン,ウーマン,女性,AfN4EOJY1Lw1Kyl0udUg
名詞,めいし,名詞,AiTEByFVLLT60xwT5a6h
円周,えんしゅう,圓周,AjCTRWF119pFWnu1KEek
調味料,ちょうみりょう,調味料,Akx4C3QrQ7Y5cc9UBidn
紅葉,もみじ,紅葉,AkyeNvjDldpT86boQJ99
定価,ていか,定價,AlQckhzUmI1FkhAoSQRb
安易,あんい,隨便,AmELAfhBVPMZPzuV2Ajp
未～,み～,尚未 ～,AoFYFZ35f9HDzVIkREPE
～産,～さん,~產地,AoggikHm2RkoCq6rMMNM
鉄橋,てっきょう,鐵橋,AphyFAD16J3SNjRF6eGk
合流,ごうりゅう,匯合,Ar4Y82UgtZYWorCl9zNQ
スクール,スクール,學校,AsoRBoizfgbY4LZV9ECF
速力,そくりょく,速力,AwllCK9ZLW2ixLMsyRMo
平気,へいき,無所謂，平靜，沒事,Ax4inr0NvvQPoIJ4Ad05
かたづく,かたづく,整理，處理，解決,AxLhnFyq629KzkEewl58
養分,ようぶん,養分,AyP2qXRy1DXzYfQ9qq3h
複写,ふくしゃ,複寫,B0wHANUc0Gh5pEzOhKRu
テーマ,テーマ,主題,B9GaQBABVGGhYcalV156
温帯,おんたい,溫帶,BBCXOwFU7wb6uqNus0ju
担ぐ,かつぐ,肩負，肩扛,BDaYn1TuBU460CaY0734
毎度,まいど,每次,BF5ZttQkqmujBTHN69wi
正味,しょうみ,淨重,BKhJOTkMkODaIKP8ICZe
櫛,くし,梳子,BLhjHo5YpUeadpw7bVqJ
拝む,おがむ,拜拜，祈禱,BMy6foSZnDMSdGMfsCMc
～帳,～ちょう,簿冊、筆記本,BNUus2gyS7V0WPf5cYVW
こうよう もみじ,こうよう もみじ,紅葉，楓葉,BSyrXpamNzkXnHnuSm2d
睨む,にらむ,瞪視，盯著看；留心觀察,BXEaRFhnil66MkvB2Ayg
電池,でんち,電池,BYQ4GQBu0ZVo2shj46tu
～論,～ろん,論,BZP6yrbvjCOBSyhyWVdr
溶ける,とける,融化、解凍、溶解,BaTJkvuKbq0VgWGOH3Am
茂る,しげる,茂盛,BfMjbzIL8pkDCzLviDPR
寸法,すんぽう,尺寸,Bgnn2eA1kCplHsdvUAEQ
スピーカー,スピーカー,揚聲器,BkxeeVl1EHsfDv8TaPQA
留守番,るすばん,看家,BlM0MRYLubExI0fdKS68
元々,もともと,原本、天生、從一開始,BnfzZsdm3eametKGDvGZ
先程,さきほど,剛才,BpDd12L4ljMY0qiW3eQ1
～感,～かん,感覺,Bqzg2STLPvssXf10I4EF
ぴかぴか,ぴかぴか,閃閃發亮,BsSHDp0RsQ9L1ZjgwKd8
水筒,すいとう,水壺,ByTaHPbrjYEIRyvWvYUF
深まる,ふかまる,深化,BypWsXmwQiZFsVvZmEZ3
展開,てんかい,展開,C0G5jZF2nZy4J7nGMVgR
ついで,ついで,機會，場合,C2JbqM4JqX3zM6qUU5I0
人差指,ひとさしゆび,食指,C4BjE7xCF3553Ws0xfVK
ショップ,ショップ,商店,C8qgUZZC5QASgiJe5aUN
こんばんは,こんばんは,晚安,CDvsOiZueEzI248AOjz0
誓う,ちかう,發誓，起誓,CHgVCQCRFeqOPlAEQsxo
派手,はで,華麗、招搖、浮誇,CJVxlyYNo9fZYw0Ma5Yi
先々月,せんせんげつ,前前個月,CLY3mzKPHiLNTViqNVrS
跨ぐ,またぐ,跨過,CObnSa5MqgPHLID4xNBq
分解,ぶんかい,分解,CTCRRvoN6Kk5kei5mjaZ
引き止める,ひきとめる,阻止，留住,CV1xn1AYWfpgTbxQzLbr
紙幣,しへい,紙幣,CWGOZhN0b1PmQQLyOzM0
申請,しんせい,申請,CY4gTBtnAIafN0XJbL1P
半島,はんとう,半島,Ca0O5634JY3iuNKpeM7W
分かれる,わかれる,分歧、分開,Cd4ULgefprezYreTpQAf
陽射,ひざし,陽射,Cf6V6bATeUYXIgMpCpfi
